Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 51841","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Schroeder, R. E.","Nov 1960","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island, South Shore","","","","","","","","","","","","","","","232671","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3052f5877-cd53-44ff-a31b-c60b27ca9af2"
"USNM 51842","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Schroeder, R. E.","Nov 1960","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island, South Shore","","","","","","","","","","","","","","","232671","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3a67ef501-f44a-40db-a57c-b79272924df5"
"USNM 51967","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1961","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","15","Tucker, T.","26 Aug 1960","","North Atlantic Ocean","","","Bermuda","","","","Bermuda Island, Southampton, South Shore","","","","","","","","","8","","","","","","232609","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/34c3389ed-a612-4d44-a5cb-9ff159c0c15b"
"USNM 51968","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1961","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Tucker, T.","1960 (-- SPR 1960)","","North Atlantic Ocean","","","Bermuda","","","","",32.33,-64.75,"","","","","","","","","","","","","232609","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3fe4666e0-56cb-4050-ab99-b355e84639a0"
"USNM 51969","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1961","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Tucker, T.","1960 (-- SPR 1960)","","North Atlantic Ocean","","","Bermuda","","","","",32.33,-64.75,"","","","","","","","","","","","","232609","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3e4f0e33f-4e79-4705-bbb6-c15df6441d41"
"USNM 52195","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1961","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Arnow, T.","1961","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","Vega Baja","","","","","","","","","","","","","","","237505","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3f395ac5b-09ce-4300-be7b-fe588aeacb39"
"USNM 52416","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1961","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","2785-K","Bonet, F.","Jul 1961","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Yucatan","","","Campeche Bank, Arrecife Reef","","","","","","","","","","","","","","","238840","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3cee5aaa7-041d-4a14-9704-ff959ca7e1f7"
"USNM 54265","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","858","","3 Jul 1969","","North Atlantic Ocean","Caribbean Sea","","St. Vincent and the Grenadines","","","","Carriacou Island, East of",12.5733,-61.345,"","","Pillsbury R/V","6907","","","11","","","","P858","","296540","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/37e7c0c56-5c9b-437d-98e9-955c83e0f14d"
"USNM 54266","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1294","","20 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Neiba Bay",18.2533,-70.9717,"","","Pillsbury R/V","7006","","","48 to 50","","","","P1294","","296549","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3009a8fab-22ba-4886-8e27-aae2503168ca"
"USNM 54267","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1284","","19 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Beata Island",17.5833,-71.4167,"","","Pillsbury R/V","7006","","","18 to 22","","","","P1284","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/31ae87f00-2894-4818-b8f5-fd714844b6c9"
"USNM 54268","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1151","","15 Jan 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Monte Cristi, NE of",19.95,-71.3433,"","","Pillsbury R/V","7001","","","37 to 695","","","","P1151","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3d56395d2-8420-4ea6-aead-5dc288039fa3"
"USNM 55026","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1284","","19 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Beata Island",17.5833,-71.4167,"","","Pillsbury R/V","7006","","","18 to 22","","","","P1284","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/330339719-e87c-4497-8cdb-dc855d6258e9"
"USNM 55027","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry; SEM Stub:Bayer 2828","1285","","19 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Cape Beata, East of",17.7333,-71.3333,"","","Pillsbury R/V","7006","","","17 to 22","","","","P1285","","322031","","","","","","","","","23 Aug 2024 20:09:00","http://n2t.net/ark:/65665/398a08c9b-8f34-4b91-bcce-50cea5961836"
"USNM 55028","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1296","","20 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Ocoa Bay",18.2583,-70.875,"","","Pillsbury R/V","7006","","","13 to 24","","","","P1296","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/38b4a05b2-430d-451d-84b5-1abf9bb45bad"
"USNM 55029","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1415","","18 Jul 1971","","North Atlantic Ocean","Caribbean Sea","","Dominican Republic","","","","Silver Bank",20.2617,-69.6083,"","","Pillsbury R/V","7106","","","13 to 15","","","","P1415","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/37c91ce9e-2ddc-40d5-b4f0-0ee9dbbbf51e"
"USNM 55030","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1417","","19 Jul 1971","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","Grand Turk Island, SE of",21.3467,-70.9733,"","","Pillsbury R/V","7106","","","7 to 8","","","","P1417","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/32008e987-5d15-405e-8f74-4892ae9f40e7"
"USNM 55031","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1419","","19 Jul 1971","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","Grand Turk Island, SE of",21.36,-70.9633,"","","Pillsbury R/V","7106","","","7 to 8","","","","P1419","","322031","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3af28d4d3-b478-4314-af0e-98630aa5701d"
"USNM 55032","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","1420","","19 Jul 1971","","North Atlantic Ocean","","","Turks And Caicos Islands","","","","Grand Turk Island, SE of",21.3617,-70.955,"","","Pillsbury R/V","7106","","","7 to 8","","","There are clearly 4 separate specimens stored together in a large plastic bag, though the original handwritten label shows that there are only 2.","P1420","","322031","","","","","","","","","25 Feb 2025 19:56:00","http://n2t.net/ark:/65665/376b8872d-a3c6-4f7d-9069-2cd238dd4c98"
"USNM 58079","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Ramirez, P.","","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","Margarita Island","","","","","","","","","","","","","","","327935","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/39d5e045e-2f02-46db-ba94-4c505b28cc4f"
"USNM 59059","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","11 Sep 1979","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Lighty, R. J.","","","North Atlantic Ocean","","","Bahamas","","","","Abaco Island, Barrier Reef","","","","","","","","","","","","","","","336914","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3ef69b415-b946-4db7-9a1a-cdd7a64cd6e6"
"USNM 59091","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Sep 1979","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Hotchkiss, F.","5 May 1974","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, Fore Reef Slope",16.8,-88.08,"","Investigations of Marine Shallow-Water Ecosystems","","","","","12","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3f2cc1cdc-a612-4aa3-bead-580ea1b45eab"
"USNM 59146","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","1979","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","14","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/31d108369-037e-40c0-99dd-40ca0ae6ff45"
"USNM 59147","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","18","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/38453ade9-9920-4615-a024-28a870589318"
"USNM 59148","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, Butress",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","2","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3a9b66176-7645-4b57-8b40-421f8d2f65a6"
"USNM 59149","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","2","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/3bbe2d742-df2a-4e88-8af7-f1a2c9f0acb9"
"USNM 59150","Specimen/Lot","Gorgonia ventalina Linnaeus, 1758","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","","Gorgonia ventalina Linnaeus, 1758 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","5","","","","","","300990","","","","","","","","","05 Jun 2023 16:23:00","http://n2t.net/ark:/65665/33a549037-f58c-4564-a8b9-2e415304b2cd"
